L2_WAYS = 16
L2_SETS = 2048
L2_LINE_SIZE = 64
L2 Prime+Probe Progress:    1/ 100L2 Prime+Probe Progress:    2/ 100L2 Prime+Probe Progress:    3/ 100L2 Prime+Probe Progress:    4/ 100L2 Prime+Probe Progress:    5/ 100L2 Prime+Probe Progress:    6/ 100L2 Prime+Probe Progress:    7/ 100L2 Prime+Probe Progress:    8/ 100L2 Prime+Probe Progress:    9/ 100L2 Prime+Probe Progress:   10/ 100L2 Prime+Probe Progress:   11/ 100L2 Prime+Probe Progress:   12/ 100L2 Prime+Probe Progress:   13/ 100L2 Prime+Probe Progress:   14/ 100L2 Prime+Probe Progress:   15/ 100L2 Prime+Probe Progress:   16/ 100L2 Prime+Probe Progress:   17/ 100L2 Prime+Probe Progress:   18/ 100L2 Prime+Probe Progress:   19/ 100L2 Prime+Probe Progress:   20/ 100L2 Prime+Probe Progress:   21/ 100L2 Prime+Probe Progress:   22/ 100L2 Prime+Probe Progress:   23/ 100L2 Prime+Probe Progress:   24/ 100L2 Prime+Probe Progress:   25/ 100L2 Prime+Probe Progress:   26/ 100L2 Prime+Probe Progress:   27/ 100L2 Prime+Probe Progress:   28/ 100L2 Prime+Probe Progress:   29/ 100L2 Prime+Probe Progress:   30/ 100L2 Prime+Probe Progress:   31/ 100L2 Prime+Probe Progress:   32/ 100L2 Prime+Probe Progress:   33/ 100L2 Prime+Probe Progress:   34/ 100L2 Prime+Probe Progress:   35/ 100L2 Prime+Probe Progress:   36/ 100L2 Prime+Probe Progress:   37/ 100L2 Prime+Probe Progress:   38/ 100L2 Prime+Probe Progress:   39/ 100L2 Prime+Probe Progress:   40/ 100L2 Prime+Probe Progress:   41/ 100L2 Prime+Probe Progress:   42/ 100L2 Prime+Probe Progress:   43/ 100L2 Prime+Probe Progress:   44/ 100L2 Prime+Probe Progress:   45/ 100L2 Prime+Probe Progress:   46/ 100L2 Prime+Probe Progress:   47/ 100L2 Prime+Probe Progress:   48/ 100L2 Prime+Probe Progress:   49/ 100L2 Prime+Probe Progress:   50/ 100L2 Prime+Probe Progress:   51/ 100L2 Prime+Probe Progress:   52/ 100L2 Prime+Probe Progress:   53/ 100L2 Prime+Probe Progress:   54/ 100L2 Prime+Probe Progress:   55/ 100L2 Prime+Probe Progress:   56/ 100L2 Prime+Probe Progress:   57/ 100L2 Prime+Probe Progress:   58/ 100L2 Prime+Probe Progress:   59/ 100L2 Prime+Probe Progress:   60/ 100L2 Prime+Probe Progress:   61/ 100L2 Prime+Probe Progress:   62/ 100L2 Prime+Probe Progress:   63/ 100L2 Prime+Probe Progress:   64/ 100L2 Prime+Probe Progress:   65/ 100L2 Prime+Probe Progress:   66/ 100L2 Prime+Probe Progress:   67/ 100L2 Prime+Probe Progress:   68/ 100L2 Prime+Probe Progress:   69/ 100L2 Prime+Probe Progress:   70/ 100L2 Prime+Probe Progress:   71/ 100L2 Prime+Probe Progress:   72/ 100L2 Prime+Probe Progress:   73/ 100L2 Prime+Probe Progress:   74/ 100L2 Prime+Probe Progress:   75/ 100L2 Prime+Probe Progress:   76/ 100L2 Prime+Probe Progress:   77/ 100L2 Prime+Probe Progress:   78/ 100L2 Prime+Probe Progress:   79/ 100L2 Prime+Probe Progress:   80/ 100L2 Prime+Probe Progress:   81/ 100L2 Prime+Probe Progress:   82/ 100L2 Prime+Probe Progress:   83/ 100L2 Prime+Probe Progress:   84/ 100L2 Prime+Probe Progress:   85/ 100L2 Prime+Probe Progress:   86/ 100L2 Prime+Probe Progress:   87/ 100L2 Prime+Probe Progress:   88/ 100L2 Prime+Probe Progress:   89/ 100L2 Prime+Probe Progress:   90/ 100L2 Prime+Probe Progress:   91/ 100L2 Prime+Probe Progress:   92/ 100L2 Prime+Probe Progress:   93/ 100L2 Prime+Probe Progress:   94/ 100L2 Prime+Probe Progress:   95/ 100L2 Prime+Probe Progress:   96/ 100L2 Prime+Probe Progress:   97/ 100L2 Prime+Probe Progress:   98/ 100L2 Prime+Probe Progress:   99/ 100L2 Prime+Probe Progress:  100/ 100
0, 2670
1, 2979
2, 2616
3, 2596
4, 2591
5, 2567
6, 2597
7, 2599
8, 2587
9, 2581
10, 2577
11, 2601
12, 2600
13, 2613
14, 2583
15, 2604
16, 2632
17, 2652
18, 2610
19, 2638
20, 2592
21, 2605
22, 2642
23, 2591
24, 2722
25, 2609
26, 2653
27, 2588
28, 2633
29, 2644
30, 2603
31, 2629
32, 2619
33, 2622
34, 2632
35, 2593
36, 2619
37, 2619
38, 2613
39, 2609
40, 2622
41, 2599
42, 2615
43, 2595
44, 2610
45, 2612
46, 2581
47, 2597
48, 2639
49, 2624
50, 2610
51, 2629
52, 2594
53, 2638
54, 2582
55, 2620
56, 2635
57, 2596
58, 2603
59, 2642
60, 2588
61, 2622
62, 2610
63, 2627
64, 2661
65, 2998
66, 2604
67, 2605
68, 2601
69, 2621
70, 2588
71, 2626
72, 2611
73, 2635
74, 2620
75, 2623
76, 2636
77, 2610
78, 2623
79, 2635
80, 2620
81, 2636
82, 2604
83, 2638
84, 2595
85, 2623
86, 2621
87, 2588
88, 2620
89, 2611
90, 2623
91, 2587
92, 2618
93, 2649
94, 2605
95, 2630
96, 2622
97, 2617
98, 2633
99, 2629
100, 2609
101, 2607
102, 2635
103, 2614
104, 2615
105, 2606
106, 2602
107, 2607
108, 2646
109, 2608
110, 2618
111, 2603
112, 2620
113, 2607
114, 2635
115, 2608
116, 2617
117, 2646
118, 2664
119, 2579
120, 2629
121, 2604
122, 2618
123, 2595
124, 2631
125, 2644
126, 2602
127, 2625
128, 2629
129, 2978
130, 2622
131, 2645
132, 2638
133, 2610
134, 2597
135, 2602
136, 2639
137, 2603
138, 2609
139, 2555
140, 2584
141, 2642
142, 2607
143, 2601
144, 2661
145, 2631
146, 2584
147, 2589
148, 2629
149, 2621
150, 2615
151, 2615
152, 2621
153, 2631
154, 2596
155, 2606
156, 2596
157, 2619
158, 2605
159, 2614
160, 2638
161, 2587
162, 2621
163, 2624
164, 2611
165, 2644
166, 2636
167, 2599
168, 2596
169, 2616
170, 2626
171, 2610
172, 2626
173, 2616
174, 2598
175, 2596
176, 2625
177, 2590
178, 2657
179, 2619
180, 2673
181, 2717
182, 2642
183, 2609
184, 2639
185, 2595
186, 2598
187, 2591
188, 2628
189, 2618
190, 2614
191, 2606
192, 2669
193, 2984
194, 2630
195, 2599
196, 2622
197, 2605
198, 2587
199, 2610
200, 2655
201, 2633
202, 2617
203, 2605
204, 2620
205, 2636
206, 2634
207, 2589
208, 2629
209, 2623
210, 2694
211, 2613
212, 2664
213, 2627
214, 2630
215, 2631
216, 2593
217, 2606
218, 2627
219, 2586
220, 2637
221, 2609
222, 2593
223, 2601
224, 2601
225, 2551
226, 2604
227, 2599
228, 2608
229, 2608
230, 2696
231, 2656
232, 2624
233, 2657
234, 2644
235, 2611
236, 2604
237, 2613
238, 2592
239, 2602
240, 2595
241, 2635
242, 2628
243, 2635
244, 2635
245, 2753
246, 2620
247, 2669
248, 2695
249, 2619
250, 2631
251, 2624
252, 2616
253, 2574
254, 2626
255, 2643
256, 2660
257, 2973
258, 2620
259, 2596
260, 2651
261, 2638
262, 2636
263, 2565
264, 2645
265, 2632
266, 2631
267, 2622
268, 2598
269, 2622
270, 2626
271, 2646
272, 2612
273, 2642
274, 2608
275, 2601
276, 2603
277, 2615
278, 2596
279, 2596
280, 2645
281, 2634
282, 2587
283, 2650
284, 2629
285, 2590
286, 2624
287, 2585
288, 2597
289, 2611
290, 2623
291, 2636
292, 2650
293, 2637
294, 2601
295, 2603
296, 2613
297, 2637
298, 2624
299, 2582
300, 2642
301, 2609
302, 2575
303, 2585
304, 2609
305, 2591
306, 2588
307, 2659
308, 2626
309, 2667
310, 2624
311, 2648
312, 2585
313, 2613
314, 2626
315, 2598
316, 2635
317, 2593
318, 2608
319, 2620
320, 2655
321, 3085
322, 2594
323, 2625
324, 2580
325, 2605
326, 2581
327, 2647
328, 2627
329, 2619
330, 2618
331, 2622
332, 2627
333, 2630
334, 2601
335, 2610
336, 2625
337, 2605
338, 2643
